age,sex,province,health,n
62,Female,NL,Fair,5
62,Female,NL,Poor,2
62,Female,NL,Very good,5
62,Female,NS,Excellent,3
62,Female,NS,Fair,5
62,Female,NS,Poor,2
62,Female,NS,Very good,5
62,Female,ON,Excellent,13
62,Female,ON,Fair,24
62,Female,ON,Poor,1
62,Female,ON,Very good,14
62,Female,ON,NA,1
62,Female,PE,Excellent,1
62,Female,PE,Fair,1
62,Female,PE,Poor,2
62,Female,PE,Very good,5
62,Female,QC,Excellent,13
62,Female,QC,Fair,14
62,Female,QC,Poor,1
62,Female,QC,Very good,19
62,Female,SK,Excellent,1
62,Female,SK,Fair,6
62,Female,SK,Other,1
62,Female,SK,Very good,4
62,Female,SK,NA,1
62,Male,AB,Excellent,9
62,Male,AB,Fair,7
62,Male,AB,Very good,3
62,Male,BC,Excellent,2
62,Male,BC,Fair,8
62,Male,BC,Poor,3
62,Male,BC,Very good,5
62,Male,MB,Fair,8
62,Male,MB,Very good,2
62,Male,NB,Excellent,2
62,Male,NB,Fair,2
62,Male,NB,Poor,2
62,Male,NB,Very good,6
62,Male,NL,Excellent,1
62,Male,NL,Fair,4
62,Male,NL,Very good,8
62,Male,NS,Excellent,1
62,Male,NS,Fair,8
62,Male,NS,Poor,1
62,Male,NS,Very good,2
62,Male,ON,Excellent,10
62,Male,ON,Fair,23
62,Male,ON,Poor,4
62,Male,ON,Very good,7
62,Male,ON,NA,1
62,Male,PE,Excellent,3
62,Male,PE,Fair,2
62,Male,PE,Very good,2
62,Male,QC,Excellent,7
62,Male,QC,Fair,16
62,Male,QC,Other,1
62,Male,QC,Very good,10
62,Male,SK,Excellent,2
62,Male,SK,Fair,7
62,Male,SK,Poor,1
62,Male,SK,Very good,4
63,Female,AB,Excellent,4
63,Female,AB,Fair,6
63,Female,AB,Poor,1
63,Female,AB,Very good,5
63,Female,BC,Excellent,7
63,Female,BC,Fair,9
63,Female,BC,Poor,1
63,Female,BC,Very good,10
63,Female,MB,Excellent,1
63,Female,MB,Fair,3
63,Female,MB,Poor,1
63,Female,MB,Very good,5
63,Female,NB,Excellent,3
63,Female,NB,Fair,9
63,Female,NB,Poor,2
63,Female,NB,Very good,6
63,Female,NL,Excellent,1
63,Female,NL,Fair,8
63,Female,NL,Very good,7
63,Female,NS,Excellent,5
63,Female,NS,Fair,6
63,Female,NS,Poor,2
63,Female,NS,Very good,3
63,Female,NS,NA,1
63,Female,ON,Excellent,18
63,Female,ON,Fair,22
63,Female,ON,Poor,5
63,Female,ON,Very good,18
63,Female,PE,Excellent,2
63,Female,PE,Fair,6
63,Female,PE,Poor,1
63,Female,PE,Very good,6
63,Female,QC,Excellent,16
63,Female,QC,Fair,14
63,Female,QC,Poor,2
63,Female,QC,Very good,17
63,Female,SK,Excellent,4
63,Female,SK,Fair,6
63,Female,SK,Very good,8
63,Male,AB,Excellent,2
63,Male,AB,Fair,4
63,Male,AB,Poor,1
63,Male,AB,Very good,2
63,Male,BC,Excellent,4
63,Male,BC,Fair,7
63,Male,BC,Very good,4
63,Male,MB,Excellent,3
63,Male,MB,Fair,6
63,Male,MB,Very good,4
63,Male,NB,Excellent,4
63,Male,NB,Fair,8
63,Male,NB,Very good,2
63,Male,NL,Fair,8
63,Male,NL,Very good,6
63,Male,NS,Excellent,1
63,Male,NS,Fair,5
63,Male,NS,Very good,3
63,Male,ON,Excellent,9
63,Male,ON,Fair,13
63,Male,ON,Poor,3
63,Male,ON,Very good,17
63,Male,PE,Fair,4
63,Male,PE,Very good,3
63,Male,QC,Excellent,7
63,Male,QC,Fair,16
63,Male,QC,Poor,3
63,Male,QC,Very good,14
63,Male,SK,Excellent,1
63,Male,SK,Fair,5
63,Male,SK,Poor,1
63,Male,SK,Very good,3
64,Female,AB,Excellent,2
64,Female,AB,Fair,6
64,Female,AB,Poor,1
64,Female,AB,Very good,6
64,Female,BC,Excellent,3
64,Female,BC,Fair,9
64,Female,BC,Poor,2
64,Female,BC,Very good,7
64,Female,BC,NA,1
64,Female,MB,Excellent,1
64,Female,MB,Fair,5
64,Female,MB,Poor,1
64,Female,MB,Very good,8
64,Female,NB,Fair,5
64,Female,NB,Very good,11
64,Female,NL,Excellent,3
64,Female,NL,Fair,10
64,Female,NL,Poor,1
64,Female,NL,Very good,5
64,Female,NS,Excellent,6
64,Female,NS,Fair,11
64,Female,NS,Very good,5
64,Female,ON,Excellent,11
64,Female,ON,Fair,22
64,Female,ON,Poor,3
64,Female,ON,Very good,17
64,Female,PE,Fair,2
64,Female,PE,Very good,2
64,Female,QC,Excellent,10
64,Female,QC,Fair,15
64,Female,QC,Poor,1
64,Female,QC,Very good,15
64,Female,SK,Fair,2
64,Female,SK,Poor,1
64,Female,SK,Very good,5
64,Male,AB,Excellent,2
64,Male,AB,Fair,3
64,Male,AB,Poor,2
64,Male,AB,Very good,3
64,Male,BC,Excellent,6
64,Male,BC,Fair,12
64,Male,BC,Poor,2
64,Male,BC,Very good,8
64,Male,MB,Fair,6
64,Male,MB,Very good,3
64,Male,NB,Excellent,3
64,Male,NB,Fair,9
64,Male,NB,Poor,1
64,Male,NB,Very good,3
64,Male,NL,Fair,6
64,Male,NL,Poor,1
64,Male,NL,Very good,3
64,Male,NS,Excellent,3
64,Male,NS,Fair,10
64,Male,NS,Poor,3
64,Male,NS,Very good,5
64,Male,ON,Excellent,6
64,Male,ON,Fair,24
64,Male,ON,Very good,15
64,Male,ON,NA,1
64,Male,PE,Fair,4
64,Male,PE,Poor,1
64,Male,PE,Very good,4
64,Male,QC,Excellent,5
64,Male,QC,Fair,11
64,Male,QC,Poor,1
64,Male,QC,Very good,8
64,Male,SK,Fair,8
64,Male,SK,Very good,3
65,Female,AB,Excellent,5
65,Female,AB,Fair,4
65,Female,AB,Poor,1
65,Female,AB,Very good,5
65,Female,BC,Excellent,7
65,Female,BC,Fair,15
65,Female,BC,Poor,1
65,Female,BC,Very good,8
65,Female,MB,Excellent,2
65,Female,MB,Fair,5
65,Female,MB,Very good,5
65,Female,NB,Excellent,3
65,Female,NB,Fair,8
65,Female,NB,Other,1
65,Female,NB,Very good,8
65,Female,NL,Excellent,1
65,Female,NL,Fair,5
65,Female,NL,Very good,11
65,Female,NS,Excellent,2
65,Female,NS,Fair,6
65,Female,NS,Poor,2
65,Female,NS,Very good,6
65,Female,NS,NA,1
65,Female,ON,Excellent,12
65,Female,ON,Fair,24
65,Female,ON,Poor,5
65,Female,ON,Very good,23
65,Female,PE,Fair,7
65,Female,PE,Very good,2
65,Female,QC,Excellent,14
65,Female,QC,Fair,19
65,Female,QC,Very good,13
65,Female,QC,NA,1
65,Female,SK,Excellent,2
65,Female,SK,Fair,4
65,Female,SK,Very good,3
65,Male,AB,Excellent,1
65,Male,AB,Fair,6
65,Male,AB,Poor,2
65,Male,AB,Very good,4
65,Male,BC,Excellent,6
65,Male,BC,Fair,17
65,Male,BC,Poor,2
65,Male,BC,Very good,7
65,Male,BC,NA,1
65,Male,MB,Fair,6
65,Male,MB,Poor,1
65,Male,MB,Very good,4
65,Male,NB,Excellent,1
65,Male,NB,Fair,5
65,Male,NB,Very good,4
65,Male,NL,Excellent,1
65,Male,NL,Fair,5
65,Male,NL,Very good,3
65,Male,NS,Fair,5
65,Male,NS,Very good,6
65,Male,ON,Excellent,6
65,Male,ON,Fair,28
65,Male,ON,Poor,4
65,Male,ON,Very good,17
65,Male,PE,Excellent,1
65,Male,PE,Fair,2
65,Male,PE,Poor,1
65,Male,PE,Very good,2
65,Male,QC,Excellent,9
65,Male,QC,Fair,15
65,Male,QC,Poor,1
65,Male,QC,Very good,11
65,Male,SK,Excellent,1
65,Male,SK,Fair,8
65,Male,SK,Very good,3
65,Male,SK,NA,1
66,Female,AB,Excellent,2
66,Female,AB,Fair,5
66,Female,AB,Very good,8
66,Female,BC,Excellent,3
66,Female,BC,Fair,10
66,Female,BC,Poor,4
66,Female,BC,Very good,8
66,Female,MB,Excellent,2
66,Female,MB,Fair,7
66,Female,MB,Poor,3
66,Female,MB,Very good,1
66,Female,NB,Excellent,3
66,Female,NB,Fair,12
66,Female,NB,Poor,2
66,Female,NB,Very good,1
66,Female,NL,Excellent,1
66,Female,NL,Fair,5
66,Female,NL,Very good,5
66,Female,NS,Excellent,3
66,Female,NS,Fair,5
66,Female,NS,Very good,4
66,Female,ON,Excellent,16
66,Female,ON,Fair,26
66,Female,ON,Poor,2
66,Female,ON,Very good,23
66,Female,PE,Excellent,2
66,Female,PE,Fair,1
66,Female,PE,Very good,3
66,Female,QC,Excellent,10
66,Female,QC,Fair,22
66,Female,QC,Poor,4
66,Female,QC,Very good,13
66,Female,SK,Excellent,1
66,Female,SK,Fair,7
66,Female,SK,Very good,2
66,Male,AB,Excellent,2
66,Male,AB,Fair,6
66,Male,AB,Very good,5
66,Male,BC,Excellent,6
66,Male,BC,Fair,12
66,Male,BC,Very good,2
66,Male,MB,Fair,6
66,Male,MB,Very good,3
66,Male,NB,Fair,16
66,Male,NB,Very good,6
66,Male,NL,Excellent,3
66,Male,NL,Fair,2
66,Male,NL,Very good,2
66,Male,NS,Excellent,2
66,Male,NS,Fair,5
66,Male,NS,Very good,3
66,Male,ON,Excellent,7
66,Male,ON,Fair,19
66,Male,ON,Poor,3
66,Male,ON,Very good,23
66,Male,PE,Fair,7
66,Male,PE,Very good,3
66,Male,QC,Excellent,6
66,Male,QC,Fair,18
66,Male,QC,Very good,7
66,Male,SK,Fair,5
66,Male,SK,Poor,1
66,Male,SK,Very good,3
67,Female,AB,Excellent,2
67,Female,AB,Fair,7
67,Female,AB,Very good,4
67,Female,BC,Excellent,7
67,Female,BC,Fair,15
67,Female,BC,Poor,1
67,Female,BC,Very good,7
67,Female,MB,Excellent,4
67,Female,MB,Fair,8
67,Female,MB,Very good,4
67,Female,NB,Excellent,4
67,Female,NB,Fair,8
67,Female,NB,Very good,7
67,Female,NL,Fair,6
67,Female,NL,Poor,1
67,Female,NL,Very good,4
67,Female,NS,Excellent,3
67,Female,NS,Fair,6
67,Female,NS,Very good,5
67,Female,ON,Excellent,12
67,Female,ON,Fair,19
67,Female,ON,Poor,6
67,Female,ON,Very good,13
67,Female,ON,NA,1
67,Female,PE,Excellent,2
67,Female,PE,Fair,4
67,Female,PE,Very good,4
67,Female,QC,Excellent,4
67,Female,QC,Fair,20
67,Female,QC,Poor,3
67,Female,QC,Very good,12
67,Female,SK,Excellent,3
67,Female,SK,Fair,6
67,Female,SK,Very good,6
67,Male,AB,Excellent,4
67,Male,AB,Fair,2
67,Male,AB,Very good,5
67,Male,BC,Excellent,5
67,Male,BC,Fair,7
67,Male,BC,Poor,1
67,Male,BC,Very good,7
67,Male,MB,Excellent,2
67,Male,MB,Fair,6
67,Male,MB,Poor,2
67,Male,MB,Very good,5
67,Male,NB,Excellent,3
67,Male,NB,Fair,5
67,Male,NB,Very good,2
67,Male,NL,Excellent,2
67,Male,NL,Fair,4
67,Male,NL,Very good,6
67,Male,NS,Excellent,3
67,Male,NS,Fair,2
67,Male,NS,Very good,4
67,Male,ON,Excellent,3
67,Male,ON,Fair,20
67,Male,ON,Poor,1
67,Male,ON,Very good,14
67,Male,ON,NA,1
67,Male,PE,Excellent,1
67,Male,PE,Fair,4
67,Male,PE,Very good,4
67,Male,QC,Excellent,5
67,Male,QC,Fair,10
67,Male,QC,Poor,1
67,Male,QC,Very good,11
67,Male,SK,Excellent,1
67,Male,SK,Fair,4
67,Male,SK,Very good,1
68,Female,AB,Excellent,1
68,Female,AB,Fair,6
68,Female,AB,Very good,7
68,Female,BC,Excellent,4
68,Female,BC,Fair,6
68,Female,BC,Poor,2
68,Female,BC,Very good,10
68,Female,BC,NA,1
68,Female,MB,Excellent,1
68,Female,MB,Fair,7
68,Female,MB,Very good,3
68,Female,NB,Excellent,4
68,Female,NB,Fair,7
68,Female,NB,Poor,2
68,Female,NB,Very good,3
68,Female,NL,Excellent,1
68,Female,NL,Fair,9
68,Female,NL,Very good,6
68,Female,NL,NA,1
68,Female,NS,Excellent,3
68,Female,NS,Fair,9
68,Female,NS,Poor,2
68,Female,NS,Very good,8
68,Female,ON,Excellent,5
68,Female,ON,Fair,27
68,Female,ON,Poor,2
68,Female,ON,Very good,20
68,Female,PE,Excellent,2
68,Female,PE,Fair,5
68,Female,PE,Very good,2
68,Female,QC,Excellent,16
68,Female,QC,Fair,15
68,Female,QC,Poor,2
68,Female,QC,Very good,11
68,Female,SK,Excellent,2
68,Female,SK,Fair,3
68,Female,SK,Poor,2
68,Female,SK,Very good,2
68,Male,AB,Excellent,5
68,Male,AB,Fair,8
68,Male,AB,Poor,1
68,Male,AB,Very good,1
68,Male,BC,Excellent,6
68,Male,BC,Fair,10
68,Male,BC,Poor,3
68,Male,BC,Very good,13
68,Male,MB,Excellent,1
68,Male,MB,Fair,5
68,Male,MB,Very good,2
68,Male,NB,Excellent,1
68,Male,NB,Fair,9
68,Male,NB,Poor,2
68,Male,NB,Very good,2
68,Male,NL,Excellent,3
68,Male,NL,Fair,6
68,Male,NL,Poor,1
68,Male,NL,Very good,3
68,Male,NS,Excellent,1
68,Male,NS,Fair,7
68,Male,NS,Poor,1
68,Male,NS,Very good,1
68,Male,ON,Excellent,14
68,Male,ON,Fair,25
68,Male,ON,Poor,3
68,Male,ON,Very good,9
68,Male,PE,Excellent,1
68,Male,PE,Fair,3
68,Male,PE,Poor,2
68,Male,PE,Very good,1
68,Male,QC,Excellent,9
68,Male,QC,Fair,9
68,Male,QC,Very good,19
68,Male,QC,NA,1
68,Male,SK,Excellent,1
68,Male,SK,Fair,3
68,Male,SK,Very good,5
69,Female,AB,Excellent,2
69,Female,AB,Fair,8
69,Female,AB,Poor,1
69,Female,AB,Very good,4
69,Female,BC,Excellent,13
69,Female,BC,Fair,10
69,Female,BC,Poor,1
69,Female,BC,Very good,4
69,Female,MB,Fair,12
69,Female,MB,Very good,5
69,Female,NB,Excellent,2
69,Female,NB,Fair,10
69,Female,NB,Poor,2
69,Female,NB,Very good,5
69,Female,NL,Excellent,3
69,Female,NL,Fair,9
69,Female,NS,Excellent,3
69,Female,NS,Fair,11
69,Female,NS,Poor,2
69,Female,NS,Very good,4
69,Female,ON,Excellent,12
69,Female,ON,Fair,25
69,Female,ON,Poor,2
69,Female,ON,Very good,23
69,Female,PE,Fair,4
69,Female,PE,Poor,1
69,Female,PE,Very good,3
69,Female,QC,Excellent,5
69,Female,QC,Fair,23
69,Female,QC,Poor,2
69,Female,QC,Very good,13
69,Female,SK,Excellent,2
69,Female,SK,Fair,4
69,Female,SK,Poor,2
69,Female,SK,Very good,3
69,Male,AB,Excellent,2
69,Male,AB,Fair,5
69,Male,AB,Poor,1
69,Male,AB,Very good,5
69,Male,BC,Excellent,3
69,Male,BC,Fair,11
69,Male,BC,Poor,3
69,Male,BC,Very good,7
69,Male,BC,NA,1
69,Male,MB,Excellent,1
69,Male,MB,Fair,4
69,Male,MB,Very good,4
69,Male,NB,Excellent,2
69,Male,NB,Fair,6
69,Male,NB,Very good,3
69,Male,NL,Fair,4
69,Male,NL,Very good,2
69,Male,NS,Excellent,1
69,Male,NS,Fair,4
69,Male,NS,Poor,2
69,Male,NS,Very good,9
69,Male,ON,Excellent,13
69,Male,ON,Fair,20
69,Male,ON,Poor,3
69,Male,ON,Very good,14
69,Male,PE,Excellent,1
69,Male,PE,Fair,1
69,Male,QC,Excellent,5
69,Male,QC,Fair,12
69,Male,QC,Poor,2
69,Male,QC,Very good,16
69,Male,SK,Excellent,1
69,Male,SK,Fair,4
69,Male,SK,Poor,2
69,Male,SK,Very good,1
69,Male,SK,NA,1
70,Female,AB,Excellent,4
70,Female,AB,Fair,6
70,Female,AB,Poor,1
70,Female,AB,Very good,3
70,Female,BC,Excellent,2
70,Female,BC,Fair,13
70,Female,BC,Poor,2
70,Female,BC,Very good,9
70,Female,MB,Excellent,1
70,Female,MB,Fair,6
70,Female,MB,Very good,9
70,Female,NB,Fair,7
70,Female,NB,Other,1
70,Female,NB,Poor,3
70,Female,NB,Very good,5
70,Female,NL,Excellent,2
70,Female,NL,Fair,5
70,Female,NL,Poor,3
70,Female,NL,Very good,2
70,Female,NS,Excellent,2
70,Female,NS,Fair,5
70,Female,NS,Poor,1
70,Female,NS,Very good,4
70,Female,ON,Excellent,12
70,Female,ON,Fair,28
70,Female,ON,Poor,4
70,Female,ON,Very good,19
70,Female,PE,Excellent,1
70,Female,PE,Fair,1
70,Female,PE,Poor,1
70,Female,PE,Very good,5
70,Female,QC,Excellent,2
70,Female,QC,Fair,20
70,Female,QC,Poor,3
70,Female,QC,Very good,11
70,Female,SK,Excellent,2
70,Female,SK,Fair,3
70,Female,SK,Very good,3
70,Male,AB,Excellent,2
70,Male,AB,Fair,5
70,Male,AB,Very good,5
70,Male,BC,Excellent,5
70,Male,BC,Fair,11
70,Male,BC,Poor,1
70,Male,BC,Very good,3
70,Male,MB,Excellent,1
70,Male,MB,Fair,9
70,Male,MB,Poor,1
70,Male,MB,Very good,1
70,Male,NB,Excellent,2
70,Male,NB,Fair,7
70,Male,NB,Poor,2
70,Male,NB,Very good,1
70,Male,NB,NA,2
70,Male,NL,Fair,3
70,Male,NL,Very good,4
70,Male,NS,Excellent,1
70,Male,NS,Fair,7
70,Male,NS,Other,1
70,Male,NS,Very good,5
70,Male,ON,Excellent,7
70,Male,ON,Fair,25
70,Male,ON,Poor,6
70,Male,ON,Very good,16
70,Male,ON,NA,1
70,Male,PE,Excellent,1
70,Male,PE,Fair,3
70,Male,QC,Excellent,5
70,Male,QC,Fair,13
70,Male,QC,Poor,2
70,Male,QC,Very good,8
70,Male,SK,Excellent,3
70,Male,SK,Fair,2
70,Male,SK,Poor,3
70,Male,SK,Very good,2
71,Female,AB,Fair,4
71,Female,AB,Poor,1
71,Female,AB,Very good,4
71,Female,BC,Excellent,6
71,Female,BC,Fair,9
71,Female,BC,Poor,1
71,Female,BC,Very good,10
71,Female,MB,Excellent,1
71,Female,MB,Fair,4
71,Female,MB,Very good,1
71,Female,NB,Excellent,3
71,Female,NB,Fair,6
71,Female,NB,Poor,2
71,Female,NB,Very good,1
71,Female,NL,Excellent,3
71,Female,NL,Fair,4
71,Female,NL,Very good,5
71,Female,NS,Excellent,1
71,Female,NS,Fair,10
71,Female,NS,Poor,2
71,Female,NS,Very good,3
71,Female,ON,Excellent,10
71,Female,ON,Fair,23
71,Female,ON,Poor,1
71,Female,ON,Very good,10
71,Female,ON,NA,1
71,Female,PE,Fair,3
71,Female,PE,Very good,4
71,Female,QC,Excellent,9
71,Female,QC,Fair,22
71,Female,QC,Poor,1
71,Female,QC,Very good,10
71,Female,SK,Excellent,1
71,Female,SK,Fair,4
71,Female,SK,Very good,4
71,Male,AB,Fair,4
71,Male,AB,Very good,1
71,Male,BC,Excellent,5
71,Male,BC,Fair,8
71,Male,BC,Poor,1
71,Male,BC,Very good,8
71,Male,MB,Excellent,1
71,Male,MB,Fair,1
71,Male,MB,Poor,1
71,Male,MB,Very good,3
71,Male,NB,Excellent,3
71,Male,NB,Fair,4
71,Male,NB,Very good,6
71,Male,NL,Excellent,2
71,Male,NL,Fair,5
71,Male,NL,Poor,1
71,Male,NL,Very good,2
71,Male,NS,Excellent,2
71,Male,NS,Fair,9
71,Male,NS,Poor,2
71,Male,NS,Very good,3
71,Male,ON,Excellent,8
71,Male,ON,Fair,19
71,Male,ON,Poor,4
71,Male,ON,Very good,15
71,Male,PE,Fair,3
71,Male,PE,Poor,1
71,Male,PE,Very good,2
71,Male,QC,Excellent,2
71,Male,QC,Fair,16
71,Male,QC,Poor,1
71,Male,QC,Very good,10
71,Male,SK,Fair,5
71,Male,SK,Very good,2
72,Female,AB,Fair,6
72,Female,AB,Poor,1
72,Female,AB,Very good,1
72,Female,BC,Excellent,1
72,Female,BC,Fair,6
72,Female,BC,Very good,4
72,Female,MB,Excellent,1
72,Female,MB,Fair,5
72,Female,MB,Very good,3
72,Female,NB,Fair,5
72,Female,NB,Very good,6
72,Female,NL,Excellent,1
72,Female,NL,Very good,8
72,Female,NS,Excellent,3
72,Female,NS,Fair,8
72,Female,NS,Very good,6
72,Female,ON,Excellent,9
72,Female,ON,Fair,24
72,Female,ON,Poor,4
72,Female,ON,Very good,13
72,Female,PE,Excellent,2
72,Female,PE,Fair,2
72,Female,PE,Very good,3
72,Female,QC,Excellent,6
72,Female,QC,Fair,20
72,Female,QC,Poor,2
72,Female,QC,Very good,10
72,Female,QC,NA,1
72,Female,SK,Excellent,1
72,Female,SK,Fair,6
72,Female,SK,Very good,4
72,Male,AB,Excellent,1
72,Male,AB,Fair,7
72,Male,AB,Poor,2
72,Male,AB,Very good,2
72,Male,BC,Excellent,2
72,Male,BC,Fair,7
72,Male,BC,Very good,6
72,Male,MB,Excellent,2
72,Male,MB,Fair,3
72,Male,MB,Very good,3
72,Male,MB,NA,1
72,Male,NB,Fair,7
72,Male,NB,Very good,2
72,Male,NL,Excellent,2
72,Male,NL,Fair,1
72,Male,NL,Poor,1
72,Male,NL,Very good,1
72,Male,NS,Fair,5
72,Male,NS,Poor,2
72,Male,NS,Very good,3
72,Male,ON,Excellent,5
72,Male,ON,Fair,10
72,Male,ON,Poor,4
72,Male,ON,Very good,6
72,Male,PE,Excellent,1
72,Male,PE,Fair,1
72,Male,PE,Poor,1
72,Male,PE,Very good,2
72,Male,QC,Excellent,2
72,Male,QC,Fair,5
72,Male,QC,Poor,2
72,Male,QC,Very good,7
72,Male,SK,Excellent,1
72,Male,SK,Fair,7
72,Male,SK,Very good,2
73,Female,AB,Excellent,2
73,Female,AB,Fair,6
73,Female,AB,Very good,4
73,Female,BC,Excellent,5
73,Female,BC,Fair,11
73,Female,BC,Other,1
73,Female,BC,Poor,1
73,Female,BC,Very good,3
73,Female,MB,Excellent,1
73,Female,MB,Fair,2
73,Female,MB,Very good,2
73,Female,NB,Excellent,1
73,Female,NB,Fair,7
73,Female,NB,Very good,1
73,Female,NL,Excellent,1
73,Female,NL,Fair,4
73,Female,NL,Very good,1
73,Female,NS,Excellent,1
73,Female,NS,Fair,8
73,Female,NS,Poor,1
73,Female,NS,Very good,2
73,Female,ON,Excellent,10
73,Female,ON,Fair,28
73,Female,ON,Other,1
73,Female,ON,Poor,2
73,Female,ON,Very good,13
73,Female,PE,Fair,1
73,Female,PE,Poor,2
73,Female,PE,Very good,6
73,Female,QC,Excellent,4
73,Female,QC,Fair,20
73,Female,QC,Very good,5
73,Female,SK,Excellent,1
73,Female,SK,Fair,5
73,Female,SK,Poor,1
73,Male,AB,Excellent,1
73,Male,AB,Fair,2
73,Male,AB,Very good,4
73,Male,BC,Fair,5
73,Male,BC,Poor,1
73,Male,BC,Very good,9
73,Male,MB,Excellent,1
73,Male,MB,Fair,5
73,Male,MB,Very good,2
73,Male,NB,Excellent,2
73,Male,NB,Fair,5
73,Male,NB,Poor,1
73,Male,NB,Very good,4
73,Male,NL,Fair,4
73,Male,NL,Very good,1
73,Male,NS,Excellent,1
73,Male,NS,Fair,5
73,Male,NS,Very good,3
73,Male,ON,Excellent,5
73,Male,ON,Fair,13
73,Male,ON,Very good,9
73,Male,PE,Excellent,1
73,Male,PE,Fair,1
73,Male,PE,Very good,3
73,Male,QC,Fair,15
73,Male,QC,Poor,1
73,Male,QC,Very good,4
73,Male,SK,Fair,2
73,Male,SK,Very good,5
74,Female,AB,Excellent,3
74,Female,AB,Fair,4
74,Female,AB,Poor,1
74,Female,AB,Very good,3
74,Female,BC,Excellent,4
74,Female,BC,Fair,6
74,Female,BC,Very good,4
74,Female,MB,Excellent,2
74,Female,MB,Fair,3
74,Female,MB,Poor,1
74,Female,MB,Very good,1
74,Female,NB,Excellent,1
74,Female,NB,Fair,8
74,Female,NB,Poor,3
74,Female,NB,Very good,2
74,Female,NL,Fair,3
74,Female,NL,Poor,1
74,Female,NL,Very good,6
74,Female,NS,Excellent,3
74,Female,NS,Fair,7
74,Female,NS,Very good,4
74,Female,ON,Excellent,2
74,Female,ON,Fair,14
74,Female,ON,Poor,2
74,Female,ON,Very good,16
74,Female,PE,Excellent,1
74,Female,PE,Fair,3
74,Female,PE,Very good,3
74,Female,QC,Excellent,6
74,Female,QC,Fair,14
74,Female,QC,Poor,4
74,Female,QC,Very good,5
74,Female,SK,Excellent,1
74,Female,SK,Fair,5
74,Female,SK,Very good,1
74,Male,AB,Excellent,3
74,Male,AB,Fair,6
74,Male,AB,Very good,2
74,Male,BC,Excellent,4
74,Male,BC,Fair,7
74,Male,BC,Poor,2
74,Male,BC,Very good,8
74,Male,BC,NA,1
74,Male,MB,Fair,4
74,Male,MB,Very good,3
74,Male,NB,Excellent,1
74,Male,NB,Fair,5
74,Male,NB,Very good,2
74,Male,NL,Excellent,1
74,Male,NL,Fair,1
74,Male,NL,Very good,3
74,Male,NS,Excellent,2
74,Male,NS,Fair,1
74,Male,ON,Excellent,2
74,Male,ON,Fair,19
74,Male,ON,Other,1
74,Male,ON,Poor,1
74,Male,ON,Very good,10
74,Male,PE,Fair,1
74,Male,QC,Excellent,4
74,Male,QC,Fair,14
74,Male,QC,Very good,7
74,Male,SK,Excellent,1
74,Male,SK,Fair,1
75,Female,AB,Fair,6
75,Female,AB,Poor,1
75,Female,AB,Very good,1
75,Female,BC,Excellent,5
75,Female,BC,Fair,6
75,Female,BC,Poor,1
75,Female,BC,Very good,7
75,Female,BC,NA,1
75,Female,MB,Excellent,2
75,Female,MB,Fair,3
75,Female,MB,Very good,2
75,Female,NB,Fair,2
75,Female,NB,Very good,2
75,Female,NL,Fair,3
75,Female,NL,Other,1
75,Female,NL,Very good,5
75,Female,NS,Poor,1
75,Female,NS,Very good,3
75,Female,ON,Excellent,5
75,Female,ON,Fair,15
75,Female,ON,Poor,3
75,Female,ON,Very good,10
75,Female,PE,Excellent,1
75,Female,PE,Fair,2
75,Female,PE,Very good,3
75,Female,QC,Excellent,3
75,Female,QC,Fair,13
75,Female,QC,Poor,1
75,Female,QC,Very good,10
75,Female,SK,Excellent,1
75,Female,SK,Fair,5
75,Female,SK,Poor,1
75,Female,SK,Very good,1
75,Male,AB,Excellent,2
75,Male,AB,Fair,4
75,Male,AB,Poor,1
75,Male,AB,Very good,2
75,Male,BC,Excellent,4
75,Male,BC,Fair,9
75,Male,BC,Poor,1
75,Male,BC,Very good,4
75,Male,MB,Excellent,3
75,Male,MB,Fair,4
75,Male,MB,Poor,1
75,Male,NB,Fair,7
75,Male,NL,Fair,6
75,Male,NL,Poor,1
75,Male,NS,Fair,5
75,Male,NS,Poor,2
75,Male,NS,Very good,6
75,Male,ON,Excellent,2
75,Male,ON,Fair,15
75,Male,ON,Poor,2
75,Male,ON,Very good,10
75,Male,PE,Fair,1
75,Male,PE,Very good,1
75,Male,QC,Excellent,3
75,Male,QC,Fair,10
75,Male,QC,Poor,2
75,Male,QC,Very good,9
75,Male,SK,Fair,6
75,Male,SK,Poor,1
75,Male,SK,Very good,1
76,Female,AB,Excellent,2
76,Female,AB,Fair,5
76,Female,AB,Poor,1
76,Female,AB,Very good,1
76,Female,BC,Excellent,1
76,Female,BC,Fair,5
76,Female,BC,Poor,1
76,Female,BC,Very good,6
76,Female,MB,Fair,3
76,Female,MB,Very good,3
76,Female,NB,Excellent,3
76,Female,NB,Fair,9
76,Female,NB,Poor,1
76,Female,NB,Very good,5
76,Female,NL,Excellent,1
76,Female,NL,Fair,4
76,Female,NL,Very good,4
76,Female,NS,Excellent,3
76,Female,NS,Fair,5
76,Female,NS,Very good,1
76,Female,ON,Excellent,5
76,Female,ON,Fair,19
76,Female,ON,Poor,1
76,Female,ON,Very good,14
76,Female,PE,Fair,2
76,Female,PE,Poor,1
76,Female,QC,Excellent,3
76,Female,QC,Fair,17
76,Female,QC,Poor,1
76,Female,QC,Very good,10
76,Female,SK,Excellent,2
